Timestamp,Tension 1 (N),Tension 2 (N),X Coordinate (m),Y Coordinate (m)
2024-09-05 20:07:06.591,32.75,27.5,1.5,32.125
2024-09-05 20:07:06.694,31.25,29.499999999999996,1.5,32.375
2024-09-05 20:07:06.796,29.249999999999996,28.499999999999996,1.5,30.874999999999996
2024-09-05 20:07:06.899,27.25,29.749999999999996,1.5,30.5
2024-09-05 20:07:07.001,30.25,29.499999999999996,1.5,31.875
2024-09-05 20:07:07.104,30.25,28.499999999999996,1.5,31.375
2024-09-05 20:07:07.207,30.5,29.249999999999996,1.5,31.875
2024-09-05 20:07:07.309,30.5,30.25,1.5,32.375
2024-09-05 20:07:07.412,30.25,29.749999999999996,1.5,32.0
2024-09-05 20:07:07.514,32.0,28.999999999999996,1.5,32.5
2024-09-05 20:07:07.617,31.5,28.749999999999996,1.5,32.125
2024-09-05 20:07:07.720,29.749999999999996,28.249999999999996,1.5,30.999999999999996
2024-09-05 20:07:07.822,29.499999999999996,28.999999999999996,1.5,31.249999999999996
2024-09-05 20:07:07.925,30.0,29.249999999999996,1.5,31.625
2024-09-05 20:07:08.028,30.75,28.499999999999996,1.5,31.625
2024-09-05 20:07:08.130,30.25,29.749999999999996,1.5,32.0
2024-09-05 20:07:08.233,30.75,29.499999999999996,1.5,32.125
2024-09-05 20:07:08.336,30.75,29.499999999999996,1.5,32.125
2024-09-05 20:07:08.438,30.25,28.749999999999996,1.5,31.5
2024-09-05 20:07:08.541,31.25,31.0,1.5,33.125
2024-09-05 20:07:08.644,32.0,29.499999999999996,1.5,32.75
2024-09-05 20:07:08.746,30.0,28.499999999999996,1.5,31.25
2024-09-05 20:07:08.849,28.999999999999996,27.750000000000004,1.5,30.375
2024-09-05 20:07:08.951,29.249999999999996,28.749999999999996,1.5,30.999999999999996
2024-09-05 20:07:09.054,31.0,28.749999999999996,1.5,31.875
2024-09-05 20:07:09.156,30.25,29.749999999999996,1.5,32.0
2024-09-05 20:07:09.259,32.25,29.499999999999996,1.5,32.875
2024-09-05 20:07:09.361,32.5,30.0,1.5,33.25
2024-09-05 20:07:09.464,24.5,30.25,1.5,29.375
2024-09-05 20:07:09.567,30.5,29.249999999999996,1.5,31.875
2024-09-05 20:07:09.670,32.25,30.75,1.5,33.5
2024-09-05 20:07:09.773,31.5,31.0,1.5,33.25
2024-09-05 20:07:09.875,30.5,29.749999999999996,1.5,32.125
2024-09-05 20:07:09.978,30.5,28.499999999999996,1.5,31.5
2024-09-05 20:07:10.081,28.749999999999996,28.000000000000004,1.5,30.375
2024-09-05 20:07:10.183,31.75,28.000000000000004,1.5,31.875
2024-09-05 20:07:10.286,30.75,29.499999999999996,1.5,32.125
2024-09-05 20:07:10.388,33.0,29.749999999999996,1.5,33.375
2024-09-05 20:07:10.491,27.25,30.75,1.5,31.0
2024-09-05 20:07:10.594,31.5,30.75,1.5,33.125
2024-09-05 20:07:10.696,30.25,28.999999999999996,1.5,31.625
2024-09-05 20:07:10.799,30.25,30.25,1.5,32.25
2024-09-05 20:07:10.902,30.75,30.75,1.5,32.75
2024-09-05 20:07:11.004,32.5,29.499999999999996,1.5,33.0
2024-09-05 20:07:11.107,31.0,28.249999999999996,1.5,31.625
2024-09-05 20:07:11.209,31.25,28.749999999999996,1.5,32.0
2024-09-05 20:07:11.312,31.0,28.499999999999996,1.5,31.75
2024-09-05 20:07:11.415,29.499999999999996,31.25,1.5,32.375
2024-09-05 20:07:11.517,28.499999999999996,30.75,1.5,31.625
2024-09-05 20:07:11.620,30.25,30.25,1.5,32.25
2024-09-05 20:07:11.722,30.5,30.75,1.5,32.625
2024-09-05 20:07:11.825,32.25,30.0,1.5,33.125
2024-09-05 20:07:11.928,30.75,30.5,1.5,32.625
2024-09-05 20:07:12.030,31.75,29.499999999999996,1.5,32.625
2024-09-05 20:07:12.133,33.5,28.499999999999996,1.5,33.0
2024-09-05 20:07:12.236,31.5,28.499999999999996,1.5,32.0
2024-09-05 20:07:12.339,30.25,28.499999999999996,1.5,31.375
2024-09-05 20:07:12.441,29.249999999999996,30.0,1.5,31.625
2024-09-05 20:07:12.544,31.25,30.5,1.5,32.875
2024-09-05 20:07:12.647,29.249999999999996,30.0,1.5,31.625
2024-09-05 20:07:12.749,29.499999999999996,30.25,1.5,31.875
2024-09-05 20:07:12.852,30.75,30.75,1.5,32.75
2024-09-05 20:07:12.955,28.249999999999996,30.75,1.5,31.5
2024-09-05 20:07:13.057,30.25,30.25,1.5,32.25
2024-09-05 20:07:13.160,31.5,30.25,1.5,32.875
2024-09-05 20:07:13.263,31.25,28.499999999999996,1.5,31.875
2024-09-05 20:07:13.365,31.5,29.249999999999996,1.5,32.375
2024-09-05 20:07:13.468,31.25,29.749999999999996,1.5,32.5
2024-09-05 20:07:13.570,30.75,28.749999999999996,1.5,31.75
2024-09-05 20:07:13.673,28.999999999999996,30.0,1.5,31.5
2024-09-05 20:07:13.775,30.75,30.0,1.5,32.375
2024-09-05 20:07:13.878,30.75,30.0,1.5,32.375
2024-09-05 20:07:13.981,29.749999999999996,31.25,1.5,32.5
2024-09-05 20:07:14.083,30.0,29.749999999999996,1.5,31.875
2024-09-05 20:07:14.186,28.749999999999996,30.75,1.5,31.75
2024-09-05 20:07:14.289,30.25,29.499999999999996,1.5,31.875
2024-09-05 20:07:14.391,31.25,27.0,1.5,31.125
2024-09-05 20:07:14.494,30.75,29.749999999999996,1.5,32.25
2024-09-05 20:07:14.596,31.5,29.249999999999996,1.5,32.375
2024-09-05 20:07:14.699,29.749999999999996,29.749999999999996,1.5,31.749999999999996
2024-09-05 20:07:14.802,28.000000000000004,29.749999999999996,1.5,30.875
2024-09-05 20:07:14.905,31.0,30.25,1.5,32.625
2024-09-05 20:07:15.007,30.0,29.249999999999996,1.5,31.625
2024-09-05 20:07:15.110,29.749999999999996,31.0,1.5,32.375
2024-09-05 20:07:15.213,29.499999999999996,30.75,1.5,32.125
2024-09-05 20:07:15.315,29.499999999999996,29.749999999999996,1.5,31.624999999999996
2024-09-05 20:07:15.418,30.75,27.750000000000004,1.5,31.25
2024-09-05 20:07:15.521,31.0,28.999999999999996,1.5,32.0
2024-09-05 20:07:15.623,30.25,30.25,1.5,32.25
2024-09-05 20:07:15.726,31.25,29.249999999999996,1.5,32.25
2024-09-05 20:07:15.829,30.0,29.749999999999996,1.5,31.875
2024-09-05 20:07:15.931,30.75,31.0,1.5,32.875
2024-09-05 20:07:16.034,30.0,31.0,1.5,32.5
2024-09-05 20:07:16.137,30.75,28.749999999999996,1.5,31.75
2024-09-05 20:07:16.239,29.249999999999996,30.75,1.5,32.0
2024-09-05 20:07:16.342,30.5,30.25,1.5,32.375
2024-09-05 20:07:16.444,32.0,30.5,1.5,33.25
2024-09-05 20:07:16.547,30.75,31.0,1.5,32.875
2024-09-05 20:07:16.650,30.0,29.249999999999996,1.5,31.625
2024-09-05 20:07:16.752,29.249999999999996,30.25,1.5,31.75
2024-09-05 20:07:16.855,31.0,30.0,1.5,32.5
2024-09-05 20:07:16.958,32.0,30.0,1.5,33.0
2024-09-05 20:07:17.060,28.499999999999996,30.25,1.5,31.375
2024-09-05 20:07:17.163,28.499999999999996,31.5,1.5,32.0
2024-09-05 20:07:17.265,30.5,29.749999999999996,1.5,32.125
2024-09-05 20:07:17.368,28.499999999999996,30.75,1.5,31.625
2024-09-05 20:07:17.471,29.249999999999996,31.75,1.5,32.5
2024-09-05 20:07:17.573,31.0,31.25,1.5,33.125
2024-09-05 20:07:17.676,31.25,31.0,1.5,33.125
2024-09-05 20:07:17.779,28.749999999999996,29.499999999999996,1.5,31.124999999999996
2024-09-05 20:07:17.881,31.25,29.499999999999996,1.5,32.375
2024-09-05 20:07:17.984,30.0,30.0,1.5,32.0
2024-09-05 20:07:18.086,30.25,30.25,1.5,32.25
2024-09-05 20:07:18.189,30.0,31.5,1.5,32.75
2024-09-05 20:07:18.292,27.25,31.0,1.5,31.125
2024-09-05 20:07:18.394,29.749999999999996,30.75,1.5,32.25
2024-09-05 20:07:18.497,29.749999999999996,30.25,1.5,32.0
2024-09-05 20:07:18.600,28.249999999999996,31.75,1.5,32.0
2024-09-05 20:07:18.702,30.75,29.749999999999996,1.5,32.25
2024-09-05 20:07:18.804,29.499999999999996,32.0,1.5,32.75
2024-09-05 20:07:18.907,30.0,29.499999999999996,1.5,31.75
2024-09-05 20:07:19.010,30.25,30.75,1.5,32.5
2024-09-05 20:07:19.112,26.75,30.75,1.5,30.75
2024-09-05 20:07:19.215,28.499999999999996,30.0,1.5,31.25
2024-09-05 20:07:19.317,28.749999999999996,32.0,1.5,32.375
2024-09-05 20:07:19.420,29.249999999999996,31.25,1.5,32.25
2024-09-05 20:07:19.523,28.999999999999996,30.25,1.5,31.625
2024-09-05 20:07:19.626,30.0,30.5,1.5,32.25
2024-09-05 20:07:19.729,26.25,32.25,1.5,31.25
2024-09-05 20:07:19.831,29.249999999999996,32.0,1.5,32.625
2024-09-05 20:07:19.934,27.5,32.5,1.5,32.0
2024-09-05 20:07:20.037,30.25,29.749999999999996,1.5,32.0
2024-09-05 20:07:20.139,28.749999999999996,29.749999999999996,1.5,31.249999999999996
2024-09-05 20:07:20.242,30.25,31.75,1.5,33.0
2024-09-05 20:07:20.345,30.0,30.5,1.5,32.25
2024-09-05 20:07:20.447,29.749999999999996,31.25,1.5,32.5
2024-09-05 20:07:20.550,30.0,32.25,1.5,33.125
2024-09-05 20:07:20.653,28.749999999999996,30.75,1.5,31.75
2024-09-05 20:07:20.755,28.749999999999996,30.75,1.5,31.75
2024-09-05 20:07:20.858,30.0,31.5,1.5,32.75
2024-09-05 20:07:20.961,28.249999999999996,31.5,1.5,31.875
2024-09-05 20:07:21.063,31.25,32.5,1.5,33.875
2024-09-05 20:07:21.166,29.749999999999996,28.499999999999996,1.5,31.124999999999996
2024-09-05 20:07:21.268,30.0,30.5,1.5,32.25
2024-09-05 20:07:21.371,31.0,31.75,1.5,33.375
2024-09-05 20:07:21.473,29.749999999999996,31.5,1.5,32.625
2024-09-05 20:07:21.576,31.0,31.75,1.5,33.375
2024-09-05 20:07:21.679,29.749999999999996,32.0,1.5,32.875
2024-09-05 20:07:21.781,26.25,32.25,1.5,31.25
2024-09-05 20:07:21.884,28.999999999999996,31.5,1.5,32.25
2024-09-05 20:07:21.987,30.25,32.25,1.5,33.25
2024-09-05 20:07:22.089,28.749999999999996,31.5,1.5,32.125
2024-09-05 20:07:22.192,31.0,33.75,1.5,34.375
2024-09-05 20:07:22.295,32.0,29.499999999999996,1.5,32.75
2024-09-05 20:07:22.397,31.75,31.0,1.5,33.375
2024-09-05 20:07:22.500,29.499999999999996,30.75,1.5,32.125
2024-09-05 20:07:22.603,32.0,31.25,1.5,33.625
2024-09-05 20:07:22.705,31.5,32.5,1.5,34.0
2024-09-05 20:07:22.808,28.999999999999996,31.25,1.5,32.125
2024-09-05 20:07:22.911,28.499999999999996,32.5,1.5,32.5
2024-09-05 20:07:23.013,28.249999999999996,31.0,1.5,31.625
2024-09-05 20:07:23.116,28.499999999999996,32.0,1.5,32.25
2024-09-05 20:07:23.219,27.750000000000004,32.5,1.5,32.125
2024-09-05 20:07:23.321,30.25,34.25,1.5,34.25
2024-09-05 20:07:23.424,30.25,31.0,1.5,32.625
2024-09-05 20:07:23.527,30.5,31.0,1.5,32.75
2024-09-05 20:07:23.629,30.0,30.75,1.5,32.375
2024-09-05 20:07:23.732,29.749999999999996,31.5,1.5,32.625
2024-09-05 20:07:23.834,30.75,33.0,1.5,33.875
2024-09-05 20:07:23.937,28.749999999999996,32.0,1.5,32.375
2024-09-05 20:07:24.040,29.249999999999996,33.0,1.5,33.125
2024-09-05 20:07:24.142,29.749999999999996,33.5,1.5,33.625
2024-09-05 20:07:24.245,29.749999999999996,32.5,1.5,33.125
2024-09-05 20:07:24.348,29.249999999999996,33.5,1.5,33.375
2024-09-05 20:07:24.450,29.249999999999996,33.75,1.5,33.5
2024-09-05 20:07:24.553,30.0,30.5,1.5,32.25
2024-09-05 20:07:24.656,30.5,31.5,1.5,33.0
2024-09-05 20:07:24.758,31.75,31.75,1.5,33.75
2024-09-05 20:07:24.861,31.0,32.25,1.5,33.625
2024-09-05 20:07:24.964,29.749999999999996,31.5,1.5,32.625
2024-09-05 20:07:25.066,28.999999999999996,31.25,1.5,32.125
2024-09-05 20:07:25.169,28.499999999999996,33.25,1.5,32.875
2024-09-05 20:07:25.272,28.999999999999996,32.25,1.5,32.625
2024-09-05 20:07:25.375,29.499999999999996,32.0,1.5,32.75
2024-09-05 20:07:25.477,28.999999999999996,33.5,1.5,33.25
2024-09-05 20:07:25.580,29.249999999999996,32.5,1.5,32.875
2024-09-05 20:07:25.683,30.0,32.25,1.5,33.125
2024-09-05 20:07:25.785,31.5,31.75,1.5,33.625
2024-09-05 20:07:25.888,30.75,31.75,1.5,33.25
2024-09-05 20:07:25.990,31.0,32.25,1.5,33.625
2024-09-05 20:07:26.093,28.999999999999996,33.0,1.5,33.0
2024-09-05 20:07:26.196,30.5,32.5,1.5,33.5
2024-09-05 20:07:26.298,30.75,34.0,1.5,34.375
2024-09-05 20:07:26.401,28.999999999999996,33.75,1.5,33.375
2024-09-05 20:07:26.503,29.749999999999996,33.25,1.5,33.5
2024-09-05 20:07:26.606,31.25,34.0,1.5,34.625
2024-09-05 20:07:26.709,30.5,32.0,1.5,33.25
2024-09-05 20:07:26.811,31.25,30.75,1.5,33.0
2024-09-05 20:07:26.914,31.5,32.25,1.5,33.875
2024-09-05 20:07:27.017,31.75,32.0,1.5,33.875
2024-09-05 20:07:27.119,32.0,32.75,1.5,34.375
2024-09-05 20:07:27.222,29.749999999999996,34.25,1.5,34.0
2024-09-05 20:07:27.324,31.5,32.25,1.5,33.875
2024-09-05 20:07:27.427,30.25,32.0,1.5,33.125
2024-09-05 20:07:27.530,30.75,33.5,1.5,34.125
2024-09-05 20:07:27.632,31.25,33.75,1.5,34.5
2024-09-05 20:07:27.735,31.0,34.75,1.5,34.875
2024-09-05 20:07:27.838,31.0,34.25,1.5,34.625
2024-09-05 20:07:27.941,31.5,33.25,1.5,34.375
2024-09-05 20:07:28.044,32.0,32.0,1.5,34.0
2024-09-05 20:07:28.146,32.75,32.25,1.5,34.5
2024-09-05 20:07:28.249,12.25,12.75,1.5,14.5
2024-09-05 20:07:28.351,12.0,13.0,1.5,14.5
2024-09-05 20:07:28.454,12.5,12.5,1.5,14.5
2024-09-05 20:07:28.557,60.75,60.75,1.5,62.75
2024-09-05 20:07:28.659,33.0,36.25,1.5,36.625
2024-09-05 20:07:28.762,31.0,34.0,1.5,34.5
2024-09-05 20:07:28.864,28.999999999999996,13.0,1.5,23.0
2024-09-05 20:07:28.967,12.25,12.75,1.5,14.5
2024-09-05 20:07:29.069,12.25,13.25,1.5,14.75
2024-09-05 20:07:29.172,57.99999999999999,54.75,1.5,58.375
2024-09-05 20:07:29.274,32.5,36.0,1.5,36.25
2024-09-05 20:07:29.377,12.25,12.5,1.5,14.375
2024-09-05 20:07:29.479,12.25,12.75,1.5,14.5
2024-09-05 20:07:29.582,12.0,173.5,1.5,94.75
2024-09-05 20:07:29.684,43.25,43.49999999999999,1.5,45.375
2024-09-05 20:07:29.787,33.25,33.25,1.5,35.25
2024-09-05 20:07:29.890,12.5,12.5,1.5,14.5
2024-09-05 20:07:29.992,12.25,12.5,1.5,14.375
2024-09-05 20:07:30.095,12.25,12.0,1.5,14.125
2024-09-05 20:07:30.198,12.0,12.25,1.5,14.125
2024-09-05 20:07:30.300,12.25,12.25,1.5,14.25
2024-09-05 20:07:30.403,12.25,12.25,1.5,14.25
2024-09-05 20:07:30.505,12.25,12.5,1.5,14.375
2024-09-05 20:07:30.608,12.25,12.25,1.5,14.25
2024-09-05 20:07:30.710,240.24999999999997,127.5,1.5,185.875
2024-09-05 20:07:30.813,40.0,36.75,1.5,40.375
2024-09-05 20:07:30.915,30.75,33.25,1.5,34.0
2024-09-05 20:07:31.018,31.75,32.75,1.5,34.25
2024-09-05 20:07:31.121,12.0,12.5,1.5,14.25
2024-09-05 20:07:31.223,12.25,12.25,1.5,14.25
2024-09-05 20:07:31.326,12.0,12.75,1.5,14.375
2024-09-05 20:07:31.428,58.75,51.24999999999999,1.5,57.0
2024-09-05 20:07:31.530,35.75,34.0,1.5,36.875
2024-09-05 20:07:31.633,12.25,12.5,1.5,14.375
2024-09-05 20:07:31.735,12.0,12.75,1.5,14.375
2024-09-05 20:07:31.838,12.0,12.75,1.5,14.375
2024-09-05 20:07:31.940,12.0,12.5,1.5,14.25
2024-09-05 20:07:32.042,225.49999999999997,149.0,1.5,189.25
2024-09-05 20:07:32.145,40.25000000000001,41.25,1.5,42.75
2024-09-05 20:07:32.248,36.0,33.25,1.5,36.625
2024-09-05 20:07:32.351,31.0,33.0,1.5,34.0
2024-09-05 20:07:32.453,32.5,34.0,1.5,35.25
2024-09-05 20:07:32.556,34.0,32.25,1.5,35.125
2024-09-05 20:07:32.658,34.75,33.0,1.5,35.875
2024-09-05 20:07:32.760,31.25,32.5,1.5,33.875
2024-09-05 20:07:32.863,33.75,32.75,1.5,35.25
2024-09-05 20:07:32.965,12.25,12.5,1.5,14.375
2024-09-05 20:07:33.068,12.5,12.5,1.5,14.5
2024-09-05 20:07:33.170,12.5,12.75,1.5,14.625
2024-09-05 20:07:33.273,70.75,63.5,1.5,69.125
2024-09-05 20:07:33.375,34.0,36.0,1.5,37.0
2024-09-05 20:07:33.478,34.0,35.5,1.5,36.75
2024-09-05 20:07:33.580,12.25,12.75,1.5,14.5
2024-09-05 20:07:33.683,12.25,13.0,1.5,14.625
2024-09-05 20:07:33.785,12.5,12.75,1.5,14.625
2024-09-05 20:07:33.888,81.5,75.49999999999999,1.5,80.5
2024-09-05 20:07:33.991,37.5,37.5,1.5,39.5
2024-09-05 20:07:34.093,35.25,34.5,1.5,36.875
2024-09-05 20:07:34.196,33.75,34.75,1.5,36.25
2024-09-05 20:07:34.298,35.0,35.0,1.5,37.0
2024-09-05 20:07:34.401,34.25,34.0,1.5,36.125
2024-09-05 20:07:34.503,37.74999999999999,33.75,1.5,37.75
2024-09-05 20:07:34.606,34.25,34.0,1.5,36.125
2024-09-05 20:07:34.709,37.25,36.0,1.5,38.625
2024-09-05 20:07:34.811,32.5,35.0,1.5,35.75
2024-09-05 20:07:34.914,34.0,33.75,1.5,35.875
2024-09-05 20:07:35.016,33.25,35.25,1.5,36.25
2024-09-05 20:07:35.119,36.25,34.75,1.5,37.5
2024-09-05 20:07:35.221,35.75,33.5,1.5,36.625
2024-09-05 20:07:35.324,32.25,34.5,1.5,35.375
2024-09-05 20:07:35.427,34.0,35.75,1.5,36.875
2024-09-05 20:07:35.529,37.25,35.0,1.5,38.125
2024-09-05 20:07:35.632,37.25,34.25,1.5,37.75
2024-09-05 20:07:35.734,33.5,34.75,1.5,36.125
2024-09-05 20:07:35.837,38.5,34.75,1.5,38.625
2024-09-05 20:07:35.940,39.5,35.5,1.5,39.5
2024-09-05 20:07:36.042,33.75,33.75,1.5,35.75
2024-09-05 20:07:36.145,34.75,35.5,1.5,37.125
2024-09-05 20:07:36.248,35.25,36.0,1.5,37.625
2024-09-05 20:07:36.350,36.25,35.75,1.5,38.0
2024-09-05 20:07:36.453,34.0,36.0,1.5,37.0
2024-09-05 20:07:36.556,31.75,35.5,1.5,35.625
2024-09-05 20:07:36.659,36.25,37.25,1.5,38.75
2024-09-05 20:07:36.761,37.25,35.25,1.5,38.25
2024-09-05 20:07:36.864,18.5,12.5,1.5,17.5
2024-09-05 20:07:36.966,12.0,13.0,1.5,14.5
2024-09-05 20:07:37.069,12.25,12.5,1.5,14.375
2024-09-05 20:07:37.172,12.25,12.5,1.5,14.375
2024-09-05 20:07:37.275,11.749999999999998,12.5,1.5,14.125
2024-09-05 20:07:37.377,11.749999999999998,12.5,1.5,14.125
2024-09-05 20:07:37.480,11.749999999999998,12.5,1.5,14.125
2024-09-05 20:07:37.583,12.0,12.75,1.5,14.375
2024-09-05 20:07:37.685,12.0,12.75,1.5,14.375
2024-09-05 20:07:37.787,12.0,12.5,1.5,14.25
2024-09-05 20:07:37.889,12.0,12.5,1.5,14.25
2024-09-05 20:07:37.992,12.25,12.0,1.5,14.125
2024-09-05 20:07:38.095,11.749999999999998,12.75,1.5,14.25
2024-09-05 20:07:38.198,11.749999999999998,12.5,1.5,14.125
2024-09-05 20:07:38.300,11.749999999999998,12.25,1.5,14.0
2024-09-05 20:07:38.403,12.0,12.5,1.5,14.25
2024-09-05 20:07:38.505,12.0,12.25,1.5,14.125
2024-09-05 20:07:38.608,11.500000000000002,12.5,1.5,14.0
2024-09-05 20:07:38.710,12.25,12.5,1.5,14.375
2024-09-05 20:07:38.813,12.25,12.25,1.5,14.25
2024-09-05 20:07:38.916,12.5,12.5,1.5,14.5
2024-09-05 20:07:39.019,12.25,12.5,1.5,14.375
2024-09-05 20:07:39.121,12.25,12.5,1.5,14.375
2024-09-05 20:07:39.224,12.25,12.5,1.5,14.375
2024-09-05 20:07:39.327,11.749999999999998,12.5,1.5,14.125
2024-09-05 20:07:39.429,12.25,12.75,1.5,14.5
2024-09-05 20:07:39.532,12.0,12.5,1.5,14.25
2024-09-05 20:07:39.635,12.25,12.5,1.5,14.375
2024-09-05 20:07:39.737,12.25,12.25,1.5,14.25
2024-09-05 20:07:39.840,12.5,12.75,1.5,14.625
2024-09-05 20:07:39.943,12.25,12.75,1.5,14.5
2024-09-05 20:07:40.045,12.25,12.5,1.5,14.375
2024-09-05 20:07:40.148,12.25,12.25,1.5,14.25
2024-09-05 20:07:40.250,12.75,12.5,1.5,14.625
2024-09-05 20:07:40.353,12.25,12.25,1.5,14.25
2024-09-05 20:07:40.456,12.5,12.5,1.5,14.5
2024-09-05 20:07:40.558,12.25,12.75,1.5,14.5
2024-09-05 20:07:40.661,12.5,12.5,1.5,14.5
2024-09-05 20:07:40.764,12.0,12.5,1.5,14.25
2024-09-05 20:07:40.867,12.25,12.5,1.5,14.375
2024-09-05 20:07:40.969,12.25,12.25,1.5,14.25
2024-09-05 20:07:41.072,12.75,12.5,1.5,14.625
2024-09-05 20:07:41.175,12.5,13.0,1.5,14.75
2024-09-05 20:07:41.277,12.0,12.25,1.5,14.125
2024-09-05 20:07:41.380,12.0,12.5,1.5,14.25
2024-09-05 20:07:41.483,12.5,12.25,1.5,14.375
2024-09-05 20:07:41.585,12.5,12.0,1.5,14.25
2024-09-05 20:07:41.688,12.25,12.25,1.5,14.25
2024-09-05 20:07:41.791,12.25,12.25,1.5,14.25
2024-09-05 20:07:41.893,12.25,12.25,1.5,14.25
2024-09-05 20:07:41.996,67.25,56.75,1.5,64.0
2024-09-05 20:07:42.098,36.0,37.74999999999999,1.5,38.875
2024-09-05 20:07:42.201,37.5,37.0,1.5,39.25
2024-09-05 20:07:42.304,38.75000000000001,36.25,1.5,39.5
2024-09-05 20:07:42.406,35.25,37.0,1.5,38.125
2024-09-05 20:07:42.509,35.75,36.75,1.5,38.25
2024-09-05 20:07:42.612,35.75,36.25,1.5,38.0
2024-09-05 20:07:42.714,35.75,37.25,1.5,38.5
2024-09-05 20:07:42.817,37.0,36.5,1.5,38.75
2024-09-05 20:07:42.920,36.0,38.25,1.5,39.125
2024-09-05 20:07:43.022,36.75,37.25,1.5,39.0
2024-09-05 20:07:43.125,37.74999999999999,34.5,1.5,38.125
2024-09-05 20:07:43.228,36.75,36.75,1.5,38.75
2024-09-05 20:07:43.330,35.25,38.75000000000001,1.5,39.0
2024-09-05 20:07:43.433,38.5,39.5,1.5,41.0
2024-09-05 20:07:43.536,37.0,38.75000000000001,1.5,39.875
2024-09-05 20:07:43.638,38.25,39.24999999999999,1.5,40.75
2024-09-05 20:07:43.741,36.5,39.0,1.5,39.75
2024-09-05 20:07:43.843,39.0,38.0,1.5,40.5
2024-09-05 20:07:43.946,38.0,38.75000000000001,1.5,40.375
2024-09-05 20:07:44.049,39.5,38.75000000000001,1.5,41.125
2024-09-05 20:07:44.151,39.75,40.0,1.5,41.875
2024-09-05 20:07:44.254,41.25,37.5,1.5,41.375
2024-09-05 20:07:44.356,40.75,38.0,1.5,41.375
2024-09-05 20:07:44.459,41.0,40.0,1.5,42.5
2024-09-05 20:07:44.562,39.0,41.0,1.5,42.0
2024-09-05 20:07:44.664,39.75,41.0,1.5,42.375
2024-09-05 20:07:44.767,40.25000000000001,41.25,1.5,42.75
2024-09-05 20:07:44.870,39.5,41.25,1.5,42.375
2024-09-05 20:07:44.972,39.24999999999999,42.5,1.5,42.875
2024-09-05 20:07:45.075,37.74999999999999,41.75,1.5,41.75
2024-09-05 20:07:45.178,40.5,39.75,1.5,42.125
2024-09-05 20:07:45.280,43.00000000000001,41.75,1.5,44.375
